timestamp,payload_size,latency,jitter,throughput,packet_loss,best_protocol,device_archetype
2025-01-22T01:24:00,19.676,109.777,2.207,0.535,2.6289,LoRaWAN,smart_meter
2025-01-22T04:43:00,38.723,136.35,4.467,0.66,0.0,LoRaWAN,smart_meter
2025-01-22T04:56:00,22.429,125.11,2.271,0.455,1.5815,MQTT,smart_meter
2025-01-22T00:05:00,461.271,34.397,3.333,165.963,1.1415,HTTPS,camera
2025-01-23T08:16:00,24.777,110.507,1.462,0.532,5.7527,LoRaWAN,smart_meter
2025-01-23T12:04:00,58.235,23.69,1.126,3.363,0.3748,MQTT,env_sensor
2025-01-22T14:33:00,81.296,11.204,3.867,4.587,0.9929,MQTT,actuator
2025-01-22T14:43:00,59.328,29.438,2.99,7.617,1.7722,MQTT,env_sensor
2025-01-22T09:12:00,78.847,10.125,0.94,7.121,0.591,MQTT,env_sensor
2025-01-22T08:53:00,33.083,237.225,0.394,0.528,2.1076,LoRaWAN,smart_meter
2025-01-22T03:09:00,1672.776,89.603,6.921,18.349,0.6937,HTTPS,camera
2025-01-22T21:06:00,1870.244,77.584,6.031,124.211,0.0103,HTTPS,camera
2025-01-22T20:03:00,1268.034,74.986,1.17,83.89,0.9461,HTTPS,camera
2025-01-22T18:08:00,35.343,136.826,0.181,0.538,2.0328,LoRaWAN,smart_meter
2025-01-23T00:41:00,208.309,14.337,4.022,8.387,1.4004,MQTT,actuator
2025-01-23T06:26:00,1488.092,49.475,0.399,24.635,0.5532,HTTPS,camera
2025-01-22T12:52:00,29.357,150.036,3.681,0.698,3.4491,LoRaWAN,smart_meter
2025-01-22T16:36:00,1015.67,61.978,14.093,94.765,1.3178,CoAP,gateway
2025-01-22T00:03:00,36.752,300.359,2.961,0.231,4.1905,MQTT,smart_meter
2025-01-21T22:14:00,2068.689,31.602,8.259,39.477,0.0,HTTPS,gateway
2025-01-23T00:08:00,83.858,23.55,2.204,4.788,0.7263,MQTT,env_sensor
2025-01-22T18:29:00,531.895,28.456,14.229,22.77,0.024,CoAP,gateway
2025-01-23T03:42:00,26.832,147.143,2.056,0.208,5.2548,LoRaWAN,smart_meter
2025-01-23T07:08:00,108.486,28.383,5.629,3.496,1.8526,MQTT,actuator
2025-01-23T03:11:00,8.0,50.928,10.997,60.47,0.5687,HTTPS,gateway
2025-01-23T11:30:00,1980.37,81.122,5.473,158.78,0.0,HTTPS,camera
2025-01-21T22:13:00,982.425,105.5,5.968,104.94,0.6329,HTTPS,camera
2025-01-22T11:33:00,55.888,32.274,3.193,7.284,1.574,MQTT,env_sensor
2025-01-23T00:05:00,16.103,174.375,0.1,0.125,3.2204,LoRaWAN,smart_meter
2025-01-22T04:57:00,79.602,34.673,2.963,5.116,1.8555,MQTT,env_sensor
2025-01-23T06:52:00,86.392,27.769,6.085,4.798,0.9889,MQTT,actuator
2025-01-23T03:58:00,51.021,21.295,6.82,3.188,0.975,MQTT,env_sensor
2025-01-22T12:19:00,139.74,12.338,6.43,5.731,1.1922,MQTT,actuator
2025-01-23T12:19:00,1949.142,65.536,3.25,102.226,0.0,HTTPS,camera
2025-01-22T07:13:00,135.428,25.502,2.333,11.631,0.0926,MQTT,actuator
2025-01-22T04:39:00,78.076,20.716,1.678,5.285,0.7053,MQTT,actuator
2025-01-23T04:10:00,2285.618,73.63,0.953,77.88,0.1033,HTTPS,camera
2025-01-23T12:23:00,116.784,40.438,0.1,122.502,0.2467,HTTPS,gateway
2025-01-21T22:34:00,8.0,25.334,18.755,123.339,1.0288,CoAP,gateway
2025-01-23T10:09:00,45.732,28.816,2.25,0.891,1.0826,MQTT,env_sensor
2025-01-23T03:10:00,85.442,24.824,0.1,0.05,0.6666,MQTT,actuator
2025-01-22T18:11:00,1317.201,50.767,7.636,62.779,0.0,HTTPS,gateway
2025-01-23T09:03:00,47.372,166.432,2.692,0.05,1.6428,LoRaWAN,smart_meter
2025-01-22T04:28:00,1800.73,19.346,6.634,67.408,1.9264,MQTT,gateway
2025-01-22T03:17:00,1180.592,83.53,0.1,35.214,1.2061,MQTT,camera
2025-01-23T12:16:00,1409.617,34.585,9.468,57.912,0.0,HTTPS,gateway
2025-01-22T15:22:00,43.633,262.172,3.037,0.352,3.0787,LoRaWAN,smart_meter
2025-01-22T07:53:00,101.796,33.4,2.782,3.682,2.8212,MQTT,env_sensor
2025-01-22T05:54:00,897.29,86.872,7.468,54.562,0.3671,HTTPS,camera
2025-01-23T03:13:00,2086.534,23.208,5.842,84.738,2.4715,HTTPS,gateway
2025-01-22T05:51:00,110.851,41.131,2.839,1.856,1.3111,MQTT,env_sensor
2025-01-22T09:35:00,1579.212,80.859,0.1,139.07,1.3556,HTTPS,camera
2025-01-23T07:13:00,1145.886,87.197,1.925,105.158,0.0,HTTPS,camera
2025-01-21T21:15:00,1301.095,32.015,0.663,68.68,0.9825,HTTPS,gateway
2025-01-22T12:40:00,83.042,26.953,8.906,7.894,2.2323,MQTT,actuator
2025-01-23T07:17:00,113.323,19.538,1.187,10.485,0.6631,MQTT,actuator
2025-01-23T10:06:00,127.528,18.166,0.124,7.602,0.3038,MQTT,actuator
2025-01-23T08:52:00,67.197,23.449,1.189,0.275,1.8395,MQTT,env_sensor
2025-01-22T22:45:00,134.201,15.088,7.542,5.179,1.6787,MQTT,actuator
2025-01-23T07:35:00,569.689,55.868,3.922,0.05,3.2918,MQTT,gateway
2025-01-22T23:07:00,19.537,192.553,0.622,0.446,7.3502,LoRaWAN,smart_meter
2025-01-22T06:56:00,30.762,15.439,4.174,0.05,2.1544,MQTT,env_sensor
2025-01-22T22:14:00,462.813,124.851,6.695,2.021,1.195,CoAP,gateway
2025-01-22T20:34:00,523.011,16.546,5.332,28.861,1.886,CoAP,gateway
2025-01-22T09:49:00,1124.554,58.55,9.084,90.19,1.3811,HTTPS,gateway
2025-01-22T22:04:00,1506.593,56.939,5.108,0.05,0.3531,HTTPS,camera
2025-01-22T20:54:00,60.747,31.389,5.549,10.739,2.1083,CoAP,actuator
2025-01-21T20:22:00,2635.872,65.379,5.759,129.621,0.1894,HTTPS,camera
2025-01-22T03:38:00,62.968,16.427,3.252,5.133,1.6666,MQTT,env_sensor
2025-01-21T21:31:00,1465.012,86.385,0.68,77.552,0.5527,HTTPS,camera
2025-01-23T04:59:00,80.186,42.032,10.788,67.734,0.4199,HTTPS,gateway
2025-01-21T21:43:00,54.195,34.389,6.075,0.222,0.002,CoAP,actuator
2025-01-22T10:21:00,119.919,23.294,6.597,7.397,0.0,MQTT,actuator
2025-01-22T16:34:00,1024.815,39.976,2.266,21.227,0.565,HTTPS,gateway
2025-01-22T13:52:00,135.63,15.702,3.923,10.384,0.0,MQTT,actuator
2025-01-22T12:55:00,49.488,19.356,5.373,3.626,1.0896,MQTT,env_sensor
2025-01-23T10:28:00,39.399,145.253,0.169,0.116,8.3579,LoRaWAN,smart_meter
2025-01-22T00:48:00,44.11,54.229,7.889,1.911,1.7138,CoAP,env_sensor
2025-01-23T08:01:00,1116.761,14.5,16.479,42.816,2.5454,CoAP,gateway
2025-01-23T06:39:00,135.024,38.947,3.761,0.05,1.2384,MQTT,env_sensor
2025-01-22T19:30:00,1095.134,56.179,8.076,128.377,1.4178,HTTPS,gateway
2025-01-22T01:33:00,1098.518,49.806,5.563,75.198,0.7808,HTTPS,gateway
2025-01-22T23:15:00,93.671,33.166,10.294,4.893,1.1865,MQTT,actuator
2025-01-22T22:44:00,28.02,182.354,1.709,0.189,2.6523,LoRaWAN,smart_meter
2025-01-22T05:45:00,765.999,92.236,1.162,238.308,0.3362,HTTPS,camera
2025-01-22T08:27:00,111.76,15.911,7.68,14.28,1.3725,MQTT,actuator
2025-01-23T10:35:00,25.596,122.851,2.218,0.717,5.5509,LoRaWAN,smart_meter
2025-01-23T07:44:00,1958.343,58.66,0.755,134.725,1.1035,HTTPS,camera
2025-01-23T01:10:00,8.0,30.477,7.604,52.159,0.0,HTTPS,gateway
2025-01-22T09:04:00,808.508,71.756,13.773,89.289,2.4332,CoAP,gateway
2025-01-21T21:55:00,32.749,257.508,1.83,0.326,2.0205,LoRaWAN,smart_meter
2025-01-22T14:57:00,266.681,72.053,6.986,20.89,1.5397,CoAP,gateway
2025-01-22T01:28:00,1374.565,23.75,8.86,191.853,0.5788,HTTPS,camera
2025-01-21T23:56:00,85.947,20.772,10.964,5.909,1.8301,MQTT,actuator
2025-01-22T04:58:00,398.75,104.032,5.162,75.983,0.05,HTTPS,camera
2025-01-22T01:33:00,45.445,56.905,2.629,107.43,0.3749,HTTPS,camera
2025-01-21T22:01:00,1977.341,41.947,4.167,177.032,0.9591,HTTPS,camera
2025-01-22T02:34:00,108.176,11.713,5.902,0.207,1.8785,MQTT,env_sensor
2025-01-21T21:01:00,1065.359,59.74,3.033,187.275,0.653,HTTPS,camera
2025-01-22T15:28:00,1543.972,41.15,2.925,59.429,0.3525,HTTPS,gateway
2025-01-23T02:18:00,112.188,12.931,8.332,6.841,0.6547,MQTT,actuator
2025-01-22T18:56:00,1569.857,64.814,4.104,126.209,0.7687,HTTPS,camera
2025-01-22T13:00:00,15.598,99.512,3.271,0.663,4.6546,CoAP,smart_meter
2025-01-23T05:00:00,52.554,23.16,4.297,14.876,1.1697,MQTT,actuator
2025-01-23T01:41:00,2524.876,81.335,2.966,52.687,1.3707,HTTPS,camera
2025-01-23T02:11:00,85.868,27.423,7.424,5.669,0.6586,MQTT,actuator
2025-01-23T13:22:00,32.727,262.498,3.57,0.736,0.1545,LoRaWAN,smart_meter
2025-01-23T01:03:00,28.549,114.165,2.72,0.25,4.7374,LoRaWAN,smart_meter
2025-01-22T06:35:00,105.436,17.736,8.643,0.513,1.2956,CoAP,actuator
2025-01-21T21:20:00,1930.911,84.652,3.826,84.93,1.0773,HTTPS,camera
2025-01-22T12:09:00,107.96,28.545,2.611,9.447,1.9559,MQTT,actuator
2025-01-23T05:28:00,107.655,18.135,7.8,4.43,1.8286,MQTT,actuator
2025-01-22T00:23:00,183.381,31.184,6.371,7.548,0.8608,MQTT,actuator
2025-01-22T08:22:00,1741.728,75.725,1.917,171.514,0.0,HTTPS,camera
2025-01-22T11:52:00,362.993,74.908,8.499,38.732,0.0,HTTPS,gateway
2025-01-23T03:44:00,910.767,49.798,3.981,96.254,0.3245,HTTPS,camera
2025-01-23T10:04:00,558.321,51.326,8.637,58.93,2.6477,CoAP,gateway
2025-01-22T08:36:00,1560.837,27.573,12.985,103.612,0.5475,HTTPS,gateway
2025-01-22T23:04:00,1462.292,92.967,0.163,194.721,0.0,HTTPS,camera
2025-01-23T05:53:00,680.363,67.775,9.023,2.763,0.9938,CoAP,camera
2025-01-23T04:08:00,24.607,186.722,3.759,0.185,8.0064,LoRaWAN,smart_meter
2025-01-22T04:55:00,17.961,225.495,0.1,0.273,2.4235,LoRaWAN,smart_meter
2025-01-23T01:23:00,144.823,23.084,1.344,6.505,1.1835,MQTT,actuator
2025-01-22T00:53:00,82.753,19.159,5.23,6.875,0.9706,MQTT,actuator
2025-01-22T13:34:00,42.598,159.881,3.116,0.621,2.1672,LoRaWAN,smart_meter
2025-01-21T20:36:00,204.404,50.41,5.064,14.638,0.0,CoAP,gateway
2025-01-22T14:34:00,1541.604,48.575,5.014,49.139,0.6623,HTTPS,gateway
2025-01-22T22:04:00,20.18,94.756,0.107,0.886,4.6268,LoRaWAN,smart_meter
2025-01-22T17:02:00,97.294,21.66,0.1,4.347,0.6915,MQTT,actuator
2025-01-22T12:47:00,1063.181,31.222,7.368,36.598,0.6875,HTTPS,gateway
2025-01-22T12:05:00,17.548,134.072,0.912,0.741,5.5386,LoRaWAN,smart_meter
2025-01-22T08:56:00,527.609,85.728,8.0,55.527,0.0,HTTPS,gateway
2025-01-21T20:46:00,95.121,12.727,4.282,2.704,1.1412,MQTT,env_sensor
2025-01-22T13:04:00,114.276,22.99,1.552,14.545,1.0139,MQTT,actuator
2025-01-23T11:39:00,1033.771,62.959,8.94,76.723,0.839,HTTPS,gateway
2025-01-22T12:34:00,418.951,86.142,11.631,7.55,0.3109,CoAP,gateway
2025-01-22T23:52:00,74.1,36.597,4.653,10.954,1.7217,MQTT,env_sensor
2025-01-23T05:54:00,1557.115,58.68,2.671,80.115,0.5258,HTTPS,camera
2025-01-22T13:20:00,141.599,13.675,6.19,11.684,0.942,MQTT,actuator
2025-01-22T10:25:00,771.34,44.121,14.759,97.453,0.2264,HTTPS,gateway
2025-01-23T13:12:00,2574.782,84.524,3.434,172.878,0.891,HTTPS,camera
2025-01-22T04:52:00,28.527,19.633,7.701,7.525,0.0,MQTT,actuator
2025-01-22T09:40:00,1375.043,21.543,0.1,135.987,0.3011,HTTPS,gateway
2025-01-22T15:25:00,118.261,45.774,1.505,9.969,1.6265,MQTT,env_sensor
2025-01-22T15:51:00,521.148,48.171,1.878,9.931,1.9766,CoAP,gateway
2025-01-21T21:32:00,31.697,161.74,2.134,0.139,1.2721,LoRaWAN,smart_meter
2025-01-22T07:42:00,1246.708,73.786,5.357,87.014,0.0,HTTPS,camera
2025-01-23T13:05:00,129.08,46.154,13.31,57.668,0.0,HTTPS,gateway
2025-01-21T23:18:00,1421.612,47.015,12.41,44.653,3.4455,CoAP,gateway
2025-01-22T13:03:00,362.968,21.573,0.894,56.202,0.8606,HTTPS,gateway
2025-01-23T07:47:00,15.099,165.548,4.23,0.173,3.3855,LoRaWAN,smart_meter
2025-01-22T08:49:00,140.894,15.241,0.1,5.558,2.0175,MQTT,actuator
2025-01-23T11:38:00,108.768,23.122,5.713,3.174,2.4349,MQTT,env_sensor
2025-01-23T13:39:00,108.387,28.078,14.78,1.691,0.0319,MQTT,actuator
2025-01-22T01:58:00,1316.432,43.766,1.788,137.556,1.3403,HTTPS,camera
2025-01-21T20:39:00,2055.795,68.895,0.518,70.404,0.3279,HTTPS,camera
2025-01-21T20:10:00,97.304,23.39,7.646,13.288,1.4793,MQTT,actuator
2025-01-22T05:27:00,120.81,18.434,6.072,5.758,1.0209,MQTT,actuator
2025-01-23T09:06:00,669.735,20.945,6.697,107.828,0.0,HTTPS,gateway
2025-01-23T02:13:00,1968.158,101.196,2.349,144.625,0.6638,HTTPS,camera
2025-01-22T13:28:00,112.938,17.248,9.837,8.598,0.0,MQTT,actuator
2025-01-22T19:26:00,327.626,45.928,8.026,37.909,0.5292,HTTPS,gateway
2025-01-23T11:41:00,71.431,20.362,5.592,12.74,0.0,MQTT,actuator
2025-01-22T20:13:00,30.593,239.752,1.89,0.854,4.7985,LoRaWAN,smart_meter
2025-01-22T19:19:00,30.777,167.857,2.437,0.434,1.647,MQTT,smart_meter
2025-01-23T05:31:00,636.866,11.333,2.693,124.876,1.1947,MQTT,camera
2025-01-23T09:19:00,642.903,47.726,4.681,129.547,1.3214,HTTPS,camera
2025-01-23T01:27:00,1082.524,85.953,2.313,333.632,1.2403,HTTPS,camera
2025-01-23T01:37:00,86.785,29.988,3.056,3.989,2.8207,MQTT,env_sensor
2025-01-22T15:57:00,31.067,33.085,1.505,1.662,2.2579,MQTT,env_sensor
2025-01-23T03:30:00,157.24,34.271,11.546,5.389,1.4897,MQTT,actuator
2025-01-22T04:58:00,906.836,50.034,6.707,67.967,2.0225,CoAP,gateway
2025-01-23T11:21:00,34.491,26.917,4.046,0.413,2.6343,MQTT,smart_meter
2025-01-21T23:41:00,15.781,212.33,1.85,0.557,6.7158,LoRaWAN,smart_meter
2025-01-23T03:05:00,1916.591,44.136,3.04,84.745,0.9644,HTTPS,camera
2025-01-22T23:07:00,65.907,18.81,2.817,8.004,0.0,MQTT,actuator
2025-01-21T21:27:00,92.66,7.77,10.769,9.015,0.2832,MQTT,actuator
2025-01-22T08:06:00,1137.413,66.742,8.766,158.327,0.0,HTTPS,camera
2025-01-22T00:26:00,31.445,189.453,1.856,0.167,1.611,LoRaWAN,smart_meter
2025-01-22T08:50:00,1697.024,64.15,11.36,65.204,1.2645,HTTPS,gateway
2025-01-22T22:10:00,28.927,201.135,3.723,0.05,4.2324,LoRaWAN,smart_meter
2025-01-21T20:49:00,19.987,214.741,0.1,0.173,3.9861,LoRaWAN,smart_meter
2025-01-22T06:32:00,1702.66,61.594,11.785,44.607,0.3889,HTTPS,gateway
2025-01-22T13:44:00,27.842,65.75,1.607,0.161,2.7618,MQTT,smart_meter
2025-01-22T16:09:00,99.547,48.088,0.505,0.769,0.8981,MQTT,env_sensor
2025-01-23T03:41:00,1331.448,33.937,7.699,47.726,0.0,HTTPS,gateway
2025-01-22T19:10:00,76.615,28.634,5.123,1.929,1.6798,CoAP,env_sensor
2025-01-22T10:40:00,150.193,31.816,12.25,5.451,0.8564,CoAP,actuator
2025-01-22T23:21:00,2545.274,42.431,7.91,171.371,0.4206,HTTPS,camera
2025-01-23T02:24:00,61.759,35.634,2.361,5.668,0.0,MQTT,env_sensor
2025-01-22T08:31:00,133.184,15.484,8.819,0.05,0.3138,MQTT,actuator
2025-01-23T03:11:00,68.404,5.446,3.348,2.014,1.9285,MQTT,env_sensor
2025-01-22T02:20:00,1713.068,1.0,3.379,50.889,1.0118,MQTT,camera
2025-01-23T07:03:00,109.537,20.882,9.199,0.05,0.5141,MQTT,actuator
2025-01-23T09:18:00,38.454,14.945,4.427,3.681,2.1188,MQTT,env_sensor
2025-01-21T22:09:00,2177.661,69.569,8.7,101.275,0.0,HTTPS,gateway
2025-01-22T00:21:00,267.415,46.751,5.304,192.655,1.4518,CoAP,camera
2025-01-23T04:49:00,30.621,264.653,1.234,0.374,3.9518,LoRaWAN,smart_meter
2025-01-22T09:35:00,101.898,34.126,1.721,4.322,2.0505,MQTT,env_sensor
2025-01-23T11:56:00,1300.783,20.183,2.48,89.005,1.1391,HTTPS,gateway
2025-01-21T23:14:00,60.934,27.049,3.831,6.518,2.0155,MQTT,env_sensor
2025-01-23T12:41:00,2291.664,70.566,4.639,175.024,0.953,HTTPS,camera
2025-01-23T12:47:00,34.333,186.978,3.737,0.165,3.8957,LoRaWAN,smart_meter
2025-01-23T05:13:00,17.751,249.669,4.441,0.673,3.4888,LoRaWAN,smart_meter
2025-01-22T04:56:00,142.62,29.375,11.762,9.137,1.2863,MQTT,actuator
2025-01-22T03:43:00,100.348,38.86,2.356,2.977,0.3542,MQTT,env_sensor
2025-01-22T20:28:00,98.019,21.071,1.482,7.6,0.0,MQTT,actuator
2025-01-22T20:21:00,31.467,118.256,1.025,0.292,2.7277,LoRaWAN,smart_meter
2025-01-22T13:47:00,107.969,101.663,2.272,76.767,0.7828,HTTPS,gateway
2025-01-22T22:10:00,1015.213,56.944,0.1,12.579,0.7387,HTTPS,gateway
2025-01-23T04:07:00,76.753,4.283,5.547,0.05,0.8594,MQTT,actuator
2025-01-22T20:18:00,1213.714,54.485,11.125,0.621,0.3956,HTTPS,gateway
2025-01-23T06:39:00,3052.276,67.219,2.983,184.276,0.0311,HTTPS,camera
2025-01-23T12:45:00,2387.566,87.976,5.852,54.915,0.9387,HTTPS,camera
2025-01-22T02:20:00,30.964,90.399,1.254,0.328,8.7026,LoRaWAN,smart_meter
2025-01-23T01:02:00,361.177,69.907,2.23,58.375,2.1314,HTTPS,gateway
2025-01-22T08:20:00,995.431,22.831,14.535,9.475,0.0662,CoAP,gateway
2025-01-22T13:45:00,24.671,170.63,0.181,0.486,5.3028,LoRaWAN,smart_meter
2025-01-22T08:01:00,527.198,78.916,7.644,138.229,1.7934,CoAP,camera
2025-01-22T06:58:00,82.135,21.777,3.729,5.311,1.7681,MQTT,env_sensor
2025-01-22T05:37:00,1447.32,46.521,4.291,42.184,0.945,HTTPS,gateway
2025-01-21T20:12:00,91.964,25.01,3.974,2.061,0.7377,MQTT,actuator
2025-01-22T02:25:00,1090.178,43.915,11.357,70.804,0.4271,HTTPS,gateway
2025-01-23T12:29:00,336.883,24.038,1.666,93.301,1.842,MQTT,gateway
2025-01-22T04:22:00,62.717,25.54,2.591,8.12,1.1274,MQTT,env_sensor
2025-01-22T17:10:00,1435.774,26.482,2.195,73.345,0.0,HTTPS,camera
2025-01-22T19:31:00,20.883,192.241,1.016,0.534,2.1855,LoRaWAN,smart_meter
2025-01-23T04:13:00,1887.546,62.084,4.868,35.115,1.9538,HTTPS,gateway
2025-01-21T20:15:00,185.368,15.571,8.195,10.385,0.0,MQTT,actuator
2025-01-22T01:22:00,96.077,29.99,8.994,7.629,1.7247,MQTT,actuator
2025-01-22T21:02:00,113.462,27.64,2.221,2.187,0.5432,MQTT,env_sensor
2025-01-22T00:56:00,890.794,29.879,6.099,129.844,0.9637,HTTPS,camera
2025-01-22T14:57:00,29.928,93.93,2.072,0.837,3.2402,LoRaWAN,smart_meter
2025-01-23T02:39:00,36.902,20.659,3.109,4.531,1.098,MQTT,env_sensor
2025-01-22T00:33:00,123.914,18.229,9.033,4.692,1.0183,MQTT,actuator
2025-01-23T08:15:00,2000.29,66.693,2.91,123.619,1.2126,HTTPS,gateway
2025-01-22T16:45:00,48.596,24.954,0.1,5.167,1.0939,MQTT,env_sensor
2025-01-22T03:05:00,1905.998,56.172,1.619,59.308,0.7603,HTTPS,camera
2025-01-22T00:24:00,77.36,29.218,2.47,1.391,1.8326,MQTT,env_sensor
2025-01-22T10:43:00,113.226,9.403,6.667,5.212,0.0,MQTT,actuator
2025-01-22T02:27:00,43.106,26.544,4.869,10.057,1.2258,MQTT,actuator
2025-01-21T21:41:00,41.043,2.261,0.1,9.916,0.8106,MQTT,env_sensor
2025-01-21T21:11:00,95.75,20.215,3.182,0.05,1.1422,MQTT,env_sensor
2025-01-21T23:56:00,38.024,138.115,3.511,0.289,2.8572,LoRaWAN,smart_meter
2025-01-23T12:39:00,44.872,40.503,2.891,6.482,3.3961,MQTT,env_sensor
2025-01-22T03:48:00,1693.295,63.976,0.1,138.181,0.7517,HTTPS,camera
2025-01-22T20:26:00,110.12,16.276,8.702,7.062,1.3008,MQTT,actuator
2025-01-23T02:05:00,54.337,38.282,1.361,8.41,1.4594,MQTT,env_sensor
2025-01-23T11:12:00,76.443,44.262,6.025,2.963,0.0,MQTT,env_sensor
2025-01-22T03:41:00,61.272,39.702,0.937,0.409,1.5435,MQTT,env_sensor
2025-01-22T21:12:00,1246.977,73.363,0.963,186.165,0.1327,HTTPS,camera
2025-01-22T04:58:00,114.284,15.915,9.165,5.309,0.0,MQTT,actuator
2025-01-21T23:55:00,198.054,1.0,7.693,105.341,0.9497,MQTT,gateway
2025-01-23T07:07:00,36.401,38.65,0.1,1.708,0.0,MQTT,env_sensor
2025-01-23T08:14:00,11.363,221.094,1.979,0.709,0.3902,LoRaWAN,smart_meter
2025-01-22T07:22:00,112.538,11.096,7.18,7.55,0.304,MQTT,actuator
2025-01-22T09:02:00,1424.965,65.493,8.066,0.05,1.054,CoAP,gateway
2025-01-22T16:47:00,74.151,5.52,1.088,2.469,0.9955,MQTT,env_sensor
2025-01-22T01:41:00,856.133,50.714,3.355,3.769,0.9443,HTTPS,gateway
2025-01-23T08:48:00,3123.783,81.205,1.407,157.748,0.0,HTTPS,camera
2025-01-22T04:40:00,34.24,180.753,1.671,0.797,0.8408,LoRaWAN,smart_meter
2025-01-23T11:59:00,139.12,21.153,2.775,6.908,0.0,MQTT,actuator
2025-01-22T21:02:00,30.941,210.349,1.9,0.597,2.0169,MQTT,smart_meter
2025-01-23T06:54:00,127.578,18.413,3.067,6.036,1.1831,MQTT,actuator
2025-01-22T15:33:00,134.335,4.975,13.284,11.617,0.0,MQTT,actuator
2025-01-22T11:55:00,81.563,13.516,1.222,4.408,1.4769,MQTT,env_sensor
2025-01-22T01:30:00,32.009,133.735,1.251,0.505,5.3781,LoRaWAN,smart_meter
2025-01-22T09:55:00,1408.06,67.199,4.647,25.283,0.8477,HTTPS,gateway
2025-01-23T09:53:00,1415.264,24.829,9.068,74.938,1.2073,HTTPS,gateway
2025-01-22T16:48:00,116.758,16.022,0.1,1.215,0.9551,MQTT,actuator
2025-01-22T18:55:00,124.37,23.519,4.848,13.676,0.0,MQTT,actuator
2025-01-22T07:27:00,54.268,24.948,4.436,6.938,0.7555,MQTT,actuator
2025-01-22T14:39:00,20.061,9.039,2.627,0.05,2.0661,MQTT,env_sensor
2025-01-23T08:18:00,1430.76,88.218,5.074,27.052,1.4744,CoAP,gateway
2025-01-22T18:11:00,23.968,165.337,1.049,0.05,3.1653,LoRaWAN,smart_meter
2025-01-22T17:19:00,1101.646,55.964,3.23,135.65,2.355,HTTPS,gateway
2025-01-23T13:30:00,1195.603,58.185,7.949,172.242,1.333,CoAP,camera
2025-01-22T18:43:00,895.636,66.15,11.18,42.207,1.9767,CoAP,gateway
2025-01-22T15:36:00,147.685,25.672,6.332,10.005,0.6477,MQTT,actuator
